,age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary
21415,35,self-emp-not-inc,some-college,10,married-civ-spouse,other-service,husband,white,male,0,0,60,united-states,<=50k
21416,50,local-gov,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k
21417,18,private,some-college,10,never-married,sales,own-child,white,female,0,0,10,united-states,<=50k
21418,33,private,assoc-voc,11,married-civ-spouse,protective-serv,husband,white,male,0,0,40,united-states,<=50k
21419,59,self-emp-not-inc,7th-8th,4,married-civ-spouse,farming-fishing,husband,white,male,0,0,70,united-states,<=50k
21420,17,private,11th,7,never-married,other-service,own-child,white,male,0,0,20,united-states,<=50k
21421,47,private,hs-grad,9,married-civ-spouse,transport-moving,husband,amer-indian-eskimo,male,0,0,40,united-states,>50k
21423,26,private,bachelors,13,never-married,prof-specialty,not-in-family,white,male,0,0,40,united-states,<=50k
21424,32,local-gov,some-college,10,married-civ-spouse,protective-serv,wife,white,female,0,0,40,france,>50k
21425,55,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k
21426,36,state-gov,some-college,10,never-married,tech-support,unmarried,black,female,0,0,40,united-states,<=50k
21427,54,private,hs-grad,9,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,>50k
21429,32,private,masters,14,never-married,exec-managerial,not-in-family,white,female,0,0,45,united-states,>50k
21430,52,local-gov,doctorate,16,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,>50k
21431,39,private,hs-grad,9,married-spouse-absent,sales,unmarried,black,female,0,0,28,jamaica,<=50k
21432,39,federal-gov,hs-grad,9,never-married,exec-managerial,unmarried,white,female,0,0,45,united-states,<=50k
21433,59,self-emp-not-inc,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,united-states,>50k
21434,55,federal-gov,bachelors,13,divorced,prof-specialty,unmarried,white,male,0,0,40,united-states,<=50k
21435,54,self-emp-not-inc,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,60,united-states,>50k
21436,31,private,hs-grad,9,married-civ-spouse,other-service,husband,white,male,0,0,40,united-states,<=50k
21438,30,private,hs-grad,9,married-civ-spouse,adm-clerical,own-child,amer-indian-eskimo,female,0,0,40,united-states,<=50k
21439,47,federal-gov,bachelors,13,married-spouse-absent,exec-managerial,not-in-family,white,female,0,0,40,united-states,<=50k
21440,31,private,assoc-acdm,12,divorced,exec-managerial,not-in-family,white,male,0,0,40,united-states,<=50k
21441,32,self-emp-not-inc,bachelors,13,divorced,craft-repair,unmarried,asian-pac-islander,male,0,0,47,iran,<=50k
21442,33,private,assoc-voc,11,never-married,machine-op-inspct,unmarried,black,female,0,0,40,united-states,<=50k
21443,31,private,hs-grad,9,divorced,craft-repair,unmarried,white,male,0,0,40,united-states,<=50k
21444,32,private,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50k
21445,46,private,hs-grad,9,married-spouse-absent,other-service,not-in-family,white,male,0,0,35,mexico,<=50k
21446,29,private,hs-grad,9,married-spouse-absent,other-service,not-in-family,white,female,0,0,20,france,<=50k
21447,41,state-gov,hs-grad,9,married-civ-spouse,transport-moving,husband,black,male,0,0,40,united-states,<=50k
21448,39,private,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,60,united-states,>50k
21449,34,private,hs-grad,9,married-civ-spouse,adm-clerical,wife,white,female,0,0,20,united-states,>50k
21450,23,private,bachelors,13,never-married,adm-clerical,own-child,black,male,0,0,24,united-states,<=50k
21451,53,self-emp-inc,masters,14,married-civ-spouse,sales,husband,white,male,0,0,65,united-states,>50k
21452,45,self-emp-not-inc,hs-grad,9,married-spouse-absent,craft-repair,not-in-family,asian-pac-islander,male,0,0,40,thailand,<=50k
21454,47,private,hs-grad,9,divorced,sales,not-in-family,white,female,0,0,40,united-states,<=50k
21456,42,private,masters,14,divorced,tech-support,unmarried,black,female,4687,0,35,united-states,>50k
21457,53,private,some-college,10,married-civ-spouse,machine-op-inspct,husband,white,male,3137,0,40,united-states,<=50k
21458,38,self-emp-inc,hs-grad,9,divorced,sales,unmarried,white,male,0,0,55,united-states,<=50k
21459,26,private,hs-grad,9,never-married,transport-moving,not-in-family,white,male,0,0,70,united-states,<=50k
21460,18,private,11th,7,never-married,handlers-cleaners,own-child,white,male,0,0,20,united-states,<=50k
21461,43,private,10th,6,separated,other-service,not-in-family,black,female,0,0,40,united-states,<=50k
21462,26,private,bachelors,13,never-married,adm-clerical,own-child,black,female,0,0,32,united-states,<=50k
21463,47,private,bachelors,13,divorced,adm-clerical,not-in-family,white,female,0,0,40,united-states,<=50k
21464,26,private,assoc-voc,11,married-civ-spouse,craft-repair,husband,white,male,0,0,65,united-states,>50k
21466,32,state-gov,some-college,10,divorced,protective-serv,unmarried,white,female,0,1726,38,united-states,<=50k
21467,48,self-emp-inc,doctorate,16,married-civ-spouse,prof-specialty,husband,white,male,7688,0,55,united-states,>50k
21468,39,private,masters,14,divorced,exec-managerial,unmarried,black,female,15020,0,60,united-states,>50k
21469,58,self-emp-inc,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,<=50k
21470,55,self-emp-not-inc,7th-8th,4,never-married,other-service,other-relative,white,female,0,0,60,united-states,<=50k
21471,40,private,hs-grad,9,never-married,farming-fishing,not-in-family,white,male,0,0,55,united-states,<=50k
21472,33,private,hs-grad,9,divorced,craft-repair,unmarried,white,male,0,0,40,united-states,<=50k
21473,74,self-emp-not-inc,doctorate,16,married-spouse-absent,prof-specialty,not-in-family,white,male,0,0,25,united-states,>50k
21474,49,self-emp-not-inc,hs-grad,9,widowed,farming-fishing,not-in-family,white,male,0,0,55,united-states,<=50k
21475,56,self-emp-not-inc,11th,7,widowed,other-service,unmarried,white,female,0,0,65,greece,>50k
21476,29,private,bachelors,13,never-married,prof-specialty,not-in-family,white,female,14344,0,40,united-states,>50k
21477,25,private,assoc-acdm,12,never-married,machine-op-inspct,own-child,black,male,0,0,48,united-states,<=50k
21478,57,private,12th,8,married-civ-spouse,adm-clerical,husband,black,male,0,0,40,united-states,<=50k
21479,29,private,hs-grad,9,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,<=50k
21480,28,private,hs-grad,9,never-married,craft-repair,unmarried,white,male,2354,0,40,united-states,<=50k
21481,59,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,>50k
21482,30,private,bachelors,13,never-married,exec-managerial,not-in-family,white,male,27828,0,60,united-states,>50k
21484,19,private,some-college,10,never-married,other-service,own-child,white,female,0,0,20,united-states,<=50k
21485,40,private,some-college,10,never-married,sales,unmarried,black,female,0,0,45,united-states,<=50k
21486,28,private,some-college,10,never-married,adm-clerical,unmarried,black,female,0,0,40,united-states,<=50k
21488,20,private,some-college,10,never-married,tech-support,not-in-family,white,female,0,0,10,canada,<=50k
21489,58,private,bachelors,13,married-civ-spouse,prof-specialty,wife,white,female,99999,0,35,united-states,>50k
21490,19,private,some-college,10,never-married,exec-managerial,own-child,black,male,0,0,30,united-states,<=50k
21492,24,federal-gov,bachelors,13,never-married,prof-specialty,not-in-family,white,female,0,0,30,united-states,<=50k
21493,31,private,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,45,united-states,<=50k
21494,28,self-emp-not-inc,hs-grad,9,divorced,craft-repair,not-in-family,white,male,0,0,35,united-states,<=50k
21495,41,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,45,united-states,<=50k
21496,23,federal-gov,some-college,10,never-married,sales,not-in-family,white,female,0,0,35,united-states,<=50k
21497,46,private,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,43,united-states,>50k
21498,33,private,12th,8,never-married,craft-repair,own-child,black,male,0,0,40,united-states,<=50k
21499,34,private,some-college,10,married-civ-spouse,other-service,husband,white,male,0,0,50,united-states,<=50k
21500,47,local-gov,bachelors,13,divorced,prof-specialty,not-in-family,white,male,0,0,50,united-states,<=50k
21501,81,private,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,2377,26,united-states,>50k
21502,45,private,hs-grad,9,widowed,machine-op-inspct,unmarried,other,male,0,0,40,columbia,<=50k
21503,35,private,hs-grad,9,never-married,machine-op-inspct,not-in-family,asian-pac-islander,male,0,0,40,cambodia,<=50k
21504,59,self-emp-not-inc,bachelors,13,widowed,prof-specialty,not-in-family,white,female,0,0,50,united-states,>50k
21505,46,local-gov,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,48,united-states,>50k
21506,39,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,35,united-states,<=50k
21507,23,private,some-college,10,never-married,machine-op-inspct,own-child,black,male,0,0,40,united-states,<=50k
21508,25,private,assoc-acdm,12,never-married,adm-clerical,unmarried,white,female,0,0,40,united-states,<=50k
21509,37,private,1st-4th,2,never-married,other-service,not-in-family,white,male,0,0,40,united-states,<=50k
21510,49,self-emp-inc,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,15024,0,50,united-states,>50k
21511,25,private,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,48,united-states,<=50k
21512,32,private,bachelors,13,married-civ-spouse,sales,husband,white,male,0,0,60,united-states,>50k
21513,34,local-gov,some-college,10,never-married,craft-repair,not-in-family,white,male,0,0,40,united-states,<=50k
21514,40,private,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,>50k
21515,33,private,hs-grad,9,divorced,adm-clerical,unmarried,white,female,0,0,40,united-states,<=50k
21517,31,private,bachelors,13,married-civ-spouse,tech-support,husband,white,male,0,0,43,united-states,>50k
21518,61,private,some-college,10,divorced,other-service,not-in-family,white,male,0,0,25,united-states,<=50k
21519,22,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k
21520,29,private,assoc-voc,11,married-civ-spouse,craft-repair,husband,asian-pac-islander,male,0,0,40,laos,<=50k
21521,37,private,hs-grad,9,separated,craft-repair,other-relative,black,male,0,0,40,united-states,<=50k
21522,35,private,11th,7,divorced,machine-op-inspct,unmarried,white,female,0,0,40,united-states,<=50k
21523,52,self-emp-inc,masters,14,married-civ-spouse,exec-managerial,husband,white,male,15024,0,60,united-states,>50k
21525,18,private,11th,7,never-married,transport-moving,own-child,white,male,0,0,20,united-states,<=50k
21526,37,private,10th,6,married-civ-spouse,craft-repair,husband,white,male,0,0,48,united-states,<=50k
21527,46,private,prof-school,15,married-civ-spouse,prof-specialty,husband,black,male,0,0,40,united-states,>50k
21529,47,federal-gov,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,>50k
21530,55,private,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,60,united-states,>50k
21532,25,self-emp-inc,some-college,10,divorced,adm-clerical,own-child,white,female,0,0,50,united-states,<=50k
21533,50,state-gov,hs-grad,9,widowed,tech-support,unmarried,black,female,0,0,40,united-states,<=50k
21534,18,private,12th,8,never-married,handlers-cleaners,own-child,black,male,0,0,20,united-states,<=50k
21535,25,private,9th,5,never-married,craft-repair,not-in-family,white,male,0,0,40,mexico,<=50k
21536,23,private,bachelors,13,never-married,prof-specialty,not-in-family,white,female,0,0,40,united-states,<=50k
21538,47,self-emp-not-inc,hs-grad,9,married-civ-spouse,farming-fishing,husband,white,male,2829,0,65,united-states,<=50k
21539,37,private,hs-grad,9,never-married,craft-repair,unmarried,white,male,0,0,40,united-states,<=50k
21540,37,private,some-college,10,divorced,adm-clerical,unmarried,white,female,25236,0,25,united-states,>50k
21542,19,private,11th,7,never-married,sales,own-child,white,female,0,0,25,united-states,<=50k
21543,52,local-gov,12th,8,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k
21544,25,self-emp-not-inc,assoc-voc,11,married-civ-spouse,other-service,wife,white,female,0,0,45,united-states,<=50k
21546,21,private,hs-grad,9,never-married,adm-clerical,own-child,white,female,0,0,40,united-states,<=50k
21547,41,self-emp-not-inc,assoc-voc,11,married-civ-spouse,farming-fishing,husband,white,male,0,0,60,united-states,<=50k
21548,55,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,7688,0,40,united-states,>50k
21550,24,private,some-college,10,married-civ-spouse,tech-support,husband,white,male,0,0,40,united-states,<=50k
21551,41,federal-gov,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,38,united-states,>50k
21552,23,private,some-college,10,never-married,sales,own-child,white,female,0,0,35,united-states,<=50k
21553,33,private,hs-grad,9,married-civ-spouse,exec-managerial,wife,white,female,0,0,40,united-states,<=50k
21554,29,private,bachelors,13,never-married,exec-managerial,not-in-family,white,female,0,0,45,united-states,>50k
21555,50,state-gov,some-college,10,married-spouse-absent,adm-clerical,unmarried,amer-indian-eskimo,female,0,0,40,united-states,<=50k
21557,48,private,assoc-voc,11,married-civ-spouse,craft-repair,husband,white,male,7688,0,40,united-states,>50k
21558,19,federal-gov,some-college,10,never-married,adm-clerical,own-child,white,female,0,0,10,united-states,<=50k
21559,40,private,some-college,10,divorced,craft-repair,not-in-family,white,male,0,0,40,united-states,<=50k
21560,30,private,hs-grad,9,never-married,transport-moving,unmarried,white,female,0,1669,70,united-states,<=50k
21561,65,private,11th,7,married-civ-spouse,other-service,husband,white,male,0,0,20,united-states,<=50k
21562,44,federal-gov,bachelors,13,married-civ-spouse,exec-managerial,husband,black,male,0,0,48,united-states,<=50k
21563,32,private,bachelors,13,divorced,sales,not-in-family,white,male,0,0,45,united-states,<=50k
21564,41,private,some-college,10,married-civ-spouse,sales,husband,white,male,0,0,65,united-states,>50k
21565,28,private,7th-8th,4,married-civ-spouse,prof-specialty,husband,white,male,0,0,55,united-states,<=50k
21566,44,federal-gov,assoc-voc,11,married-civ-spouse,protective-serv,husband,white,male,7298,0,48,united-states,>50k
21567,39,local-gov,assoc-acdm,12,divorced,other-service,unmarried,white,female,0,0,55,united-states,<=50k
21568,59,private,hs-grad,9,widowed,adm-clerical,unmarried,white,female,0,0,40,united-states,<=50k
21569,31,private,masters,14,married-civ-spouse,exec-managerial,husband,white,male,0,0,60,france,>50k
21570,34,private,hs-grad,9,divorced,machine-op-inspct,not-in-family,white,male,0,0,40,united-states,<=50k
21571,20,private,hs-grad,9,never-married,handlers-cleaners,own-child,white,male,0,0,40,united-states,<=50k
21572,33,private,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,<=50k
21573,52,private,doctorate,16,married-civ-spouse,prof-specialty,husband,white,male,0,0,65,united-states,>50k
21574,31,private,assoc-acdm,12,divorced,tech-support,not-in-family,white,female,0,0,44,united-states,<=50k
